T v u h s
740 0.13247 3539.2 4002.8 7.7796
760 0.13519 3576.6 4049.8 7.8256
780 0.13790 3614.5 4097.1 7.8709
800 0.14061 3652.5 4144.6 7.9156
820 0.14332 3690.8 4192.4 7.9597
840 0.14602 3729.2 4240.3 8.0032
860 0.14871 3768.1 4288.6 8.0461
880 0.15141 3807.1 4337.0 8.0885
900 0.15410 3846.4 4385.7 8.1303
920 0.15678 3885.9 4434.6 8.1717
940 0.15947 3925.7 4483.8 8.2126
960 0.16215 3965.7 4533.2 8.2529
980 0.16483 4005.9 4582.8 8.2929
1000 0.16751 4046.4 4632.7 8.3324
Water/Steam at p = 4.0 MPa (Tsat = 250.354)
0 0.00099819 0.03 4.02 0.00009
5 0.00099813 21.00 24.99 0.07617
10 0.00099844 41.92 45.91 0.15072
15 0.00099909 62.80 66.80 0.22385
20 0.00100001 83.67 87.67 0.29564
25 0.00100120 104.52 108.52 0.36619
30 0.00100263 125.36 129.37 0.43553
35 0.00100427 146.20 150.22 0.50374
40 0.00100612 167.05 171.07 0.57085
45 0.00100816 187.89 191.92 0.63691
50 0.00101038 208.74 212.78 0.70196
55 0.00101277 229.59 233.64 0.76604
60 0.00101534 250.46 254.52 0.82918
65 0.00101807 271.34 275.41 0.89141
70 0.00102095 292.23 296.31 0.95277
75 0.00102399 313.13 317.23 1.0133
80 0.00102719 334.05 338.16 1.0730
85 0.00103054 354.99 359.11 1.1319
90 0.00103403 375.94 380.08 1.1900
95 0.00103768 396.93 401.08 1.2475
100 0.00104148 417.93 422.10 1.3042
105 0.00104543 438.97 443.15 1.3602
110 0.00104953 460.02 464.22 1.4156
115 0.00105379 481.12 485.34 1.4703
120 0.00105820 502.26 506.49 1.5245
125 0.00106277 523.43 527.68 1.5780
130 0.00106751 544.64 548.91 1.6310
135 0.00107240 565.90 570.19 1.6835
140 0.00107747 587.22 591.53 1.7354
145 0.00108272 608.58 612.91 1.7869
150 0.00108814 630.01 634.36 1.8379
155 0.00109375 651.49 655.87 1.8884
160 0.00109956 673.05 677.45 1.9385
165 0.00110556 694.69 699.11 1.9882
170 0.00111178 716.39 720.84 2.0376
175 0.00111821 738.19 742.66 2.0865
180 0.00112487 760.07 764.57 2.1352
185 0.00113177 782.05 786.58 2.1835
190 0.00113893 804.13 808.69 2.2315
195 0.00114635 826.33 830.92 2.2792
200 0.00115405 848.65 853.27 2.3267
210 0.00117038 893.67 898.35 2.4210
220 0.00118807 939.29 944.04 2.5146
230 0.00120733 985.59 990.42 2.6077
240 0.00122842 1032.7 1037.6 2.7005
250 0.00125169 1080.8 1085.8 2.7935
250.354 0.00125256 1082.5 1087.5 2.7968
250.354 0.0497760 2601.7 2800.8 6.0696
260 0.0517770 2630.0 2837.1 6.1383
270 0.0536930 2656.4 2871.2 6.2016
280 0.0554970 2680.9 2902.9 6.2595
290 0.0572170 2704.1 2933.0 6.3133
300 0.0588700 2726.2 2961.7 6.3639
310 0.0604680 2747.5 2989.4 6.4118
320 0.0620210 2768.2 3016.3 6.4576
330 0.0635360 2788.4 3042.5 6.5014
340 0.0650190 2808.0 3068.1 6.5435
350 0.0664730 2827.4 3093.3 6.5843
360 0.0679030 2846.5 3118.1 6.6238
370 0.0693110 2865.4 3142.6 6.6621
380 0.0707010 2884.0 3166.8 6.6994
390 0.0720730 2902.4 3190.7 6.7358
400 0.0734310 2920.8 3214.5 6.7714
410 0.0747760 2939.0 3238.1 6.8061
420 0.0761080 2957.1 3261.5 6.8402
430 0.0774290 2975.1 3284.8 6.8736
440 0.0787410 2993.0 3308.0 6.9064
450 0.0800430 3011.0 3331.2 6.9386
460 0.0813370 3028.9 3354.2 6.9703
470 0.0826230 3046.7 3377.2 7.0015
480 0.0839020 3064.6 3400.2 7.0321
490 0.0851750 3082.4 3423.1 7.0624
500 0.0864420 3100.2 3446.0 7.0922
520 0.0889590 3136.0 3491.8 7.1506
540 0.0914570 3171.7 3537.5 7.2075
560 0.0939380 3207.4 3583.2 7.2631
580 0.0964050 3243.4 3629.0 7.3174
600 0.0988590 3279.5 3674.9 7.3705
620 0.10130 3315.7 3720.9 7.4226
640 0.10373 3352.1 3767.0 7.4737
660 0.10616 3388.6 3813.2 7.5238
680 0.10857 3425.4 3859.7 7.5730
700 0.11098 3462.4 3906.3 7.6214
720 0.11338 3499.6 3953.1 7.6690
740 0.11577 3537.0 4000.1 7.7159
760 0.11816 3574.7 4047.3 7.7620
780 0.12054 3612.5 4094.7 7.8074
800 0.12292 3650.6 4142.3 7.8523
820 0.12530 3689.0 4190.2 7.8964
840 0.12767 3727.6 4238.3 7.9400
860 0.13003 3766.5 4286.6 7.9830
880 0.13240 3805.5 4335.1 8.0255
900 0.13476 3844.9 4383.9 8.0674
920 0.13712 3884.4 4432.9 8.1088
940 0.13947 3924.2 4482.1 8.1498
960 0.14183 3964.3 4531.6 8.1902
980 0.14418 4004.6 4581.3 8.2302
1000 0.14652 4045.1 4631.2 8.2697
Water/Steam at p = 4.5 MPa (Tsat = 257.437)
0 0.00099793 0.04 4.53 0.00011
5 0.00099789 21.00 25.49 0.07615
10 0.00099821 41.91 46.40 0.15067
15 0.00099885 62.79 67.28 0.22377
20 0.00099979 83.64 88.14 0.29554
25 0.00100098 104.49 108.99 0.36605
30 0.00100240 125.32 129.83 0.43538
35 0.00100405 146.15 150.67 0.50356
40 0.00100590 166.98 171.51 0.57066
45 0.00100794 187.82 192.36 0.63670
50 0.00101016 208.66 213.21 0.70173
55 0.00101255 229.51 234.07 0.76579
60 0.00101511 250.37 254.94 0.82892
65 0.00101784 271.24 275.82 0.89113
70 0.00102072 292.13 296.72 0.95247
75 0.00102376 313.02 317.63 1.0130
80 0.00102696 333.94 338.56 1.0727
85 0.00103030 354.86 359.50 1.1315
90 0.00103379 375.82 380.47 1.1897
95 0.00103744 396.79 401.46 1.2471
100 0.00104123 417.78 422.47 1.3038
105 0.00104517 438.82 443.52 1.3598
110 0.00104927 459.87 464.59 1.4152
115 0.00105352 480.96 485.70 1.4699
120 0.00105793 502.08 506.84 1.5240
125 0.00106249 523.24 528.02 1.5776
130 0.00106721 544.45 549.25 1.6305
135 0.00107210 565.71 570.53 1.6830
140 0.00107716 587.00 591.85 1.7349
145 0.00108240 608.36 613.23 1.7864
150 0.00108781 629.77 634.67 1.8373
155 0.00109341 651.26 656.18 1.8879
160 0.00109920 672.80 677.75 1.9379
165 0.00110519 694.42 699.39 1.9876
170 0.00111139 716.12 721.12 2.0369
175 0.00111781 737.90 742.93 2.0859
180 0.00112445 759.77 764.83 2.1345
185 0.00113134 781.74 786.83 2.1827
190 0.00113847 803.81 808.93 2.2307
195 0.00114587 825.98 831.14 2.2784
200 0.00115355 848.28 853.47 2.3259
210 0.00116983 893.27 898.53 2.4201
220 0.00118745 938.84 944.18 2.5136
230 0.00120663 985.09 990.52 2.6067
240 0.00122763 1032.2 1037.7 2.6994
250 0.00125077 1080.2 1085.8 2.7922
257.437 0.00126965 1116.5 1122.2 2.8615
257.437 0.0440590 2599.6 2797.9 6.0197
260 0.0445720 2608.0 2808.6 6.0397
270 0.0464510 2637.7 2846.7 6.1105
280 0.0481860 2664.5 2881.3 6.1737
290 0.0498210 2689.4 2913.6 6.2316
300 0.0513780 2713.0 2944.2 6.2854
310 0.0528730 2735.5 2973.4 6.3359
320 0.0543170 2757.2 3001.6 6.3838
330 0.0557200 2778.2 3028.9 6.4295
340 0.0570870 2798.6 3055.5 6.4732
350 0.0584230 2818.6 3081.5 6.5153
360 0.0597330 2838.2 3107.0 6.5560
370 0.0610210 2857.5 3132.1 6.5953
380 0.0622880 2876.6 3156.9 6.6336
390 0.0635380 2895.5 3181.4 6.6708
400 0.0647720 2914.1 3205.6 6.7070
410 0.0659910 2932.7 3229.7 6.7425
420 0.0671990 2951.1 3253.5 6.7771
430 0.0683940 2969.4 3277.2 6.8111
440 0.0695800 2987.7 3300.8 6.8443
450 0.0707560 3005.8 3324.2 6.8770
460 0.0719240 3023.9 3347.6 6.9091
470 0.0730830 3042.0 3370.9 6.9406
480 0.0742360 3060.0 3394.1 6.9716
490 0.0753810 3078.0 3417.2 7.0022
500 0.0765210 3096.1 3440.4 7.0323
520 0.0787840 3132.0 3486.5 7.0912
540 0.0810270 3168.0 3532.6 7.1486
560 0.0832530 3204.0 3578.6 7.2046
580 0.0854640 3240.1 3624.7 7.2592
600 0.0876620 3276.4 3670.9 7.3127
620 0.0898480 3312.8 3717.1 7.3650
640 0.0920240 3349.3 3763.4 7.4163
660 0.0941910 3386.0 3809.9 7.4666
680 0.0963490 3422.9 3856.5 7.5161
700 0.0985000 3460.1 3903.3 7.5646
720 0.10064 3497.3 3950.2 7.6124
740 0.10278 3534.9 3997.4 7.6594
760 0.10491 3572.6 4044.7 7.7057
780 0.10704 3610.6 4092.3 7.7512
800 0.10916 3648.8 4140.0 7.7962
820 0.11128 3687.2 4188.0 7.8404
840 0.11340 3725.9 4236.2 7.8841
860 0.11551 3764.8 4284.6 7.9272
880 0.11762 3803.9 4333.2 7.9698
900 0.11972 3843.4 4382.1 8.0118
920 0.12182 3882.9 4431.1 8.0533
940 0.12392 3922.9 4480.5 8.0942
960 0.12602 3962.9 4530.0 8.1348
980 0.12811 4003.3 4579.8 8.1748
1000 0.13020 4043.9 4629.8 8.2144
Water/Steam at p = 5.0 MPa (Tsat = 263.941)
0 0.00099768 0.04 5.03 0.00014
5 0.00099764 20.99 25.98 0.07614
10 0.00099797 41.89 46.88 0.15062
15 0.00099862 62.76 67.75 0.22369
20 0.00099956 83.61 88.61 0.29543
25 0.00100075 104.45 109.45 0.36592
30 0.00100218 125.27 130.28 0.43522
35 0.00100383 146.10 151.12 0.50339
40 0.00100568 166.92 171.95 0.57046
45 0.00100772 187.75 192.79 0.63649
50 0.00100994 208.59 213.64 0.70150
55 0.00101233 229.43 234.49 0.76555
60 0.00101489 250.29 255.36 0.82865
65 0.00101762 271.15 276.24 0.89085
70 0.00102050 292.03 297.13 0.95218
75 0.00102353 312.91 318.03 1.0127
80 0.00102672 333.82 338.95 1.0723
85 0.00103006 354.75 359.90 1.1312
90 0.00103355 375.69 380.86 1.1893
95 0.00103719 396.65 401.84 1.2467
100 0.00104098 417.65 422.85 1.3034
105 0.00104492 438.67 443.89 1.3594
110 0.00104901 459.70 464.95 1.4147
115 0.00105325 480.79 486.06 1.4695
120 0.00105765 501.90 507.19 1.5236
125 0.00106220 523.06 528.37 1.5771
130 0.00106692 544.26 549.59 1.6301
135 0.00107180 565.50 570.86 1.6825
140 0.00107685 586.80 592.18 1.7344
145 0.00108208 608.14 613.55 1.7858
150 0.00108748 629.54 634.98 1.8368
155 0.00109307 651.01 656.48 1.8873
160 0.00109885 672.55 678.04 1.9374
165 0.00110482 694.16 699.68 1.9870
170 0.00111101 715.84 721.40 2.0363
175 0.00111741 737.60 743.19 2.0852
180 0.00112404 759.46 765.08 2.1338
185 0.00113091 781.42 787.07 2.1821
190 0.00113802 803.47 809.16 2.2300
195 0.00114540 825.63 831.36 2.2777
200 0.00115306 847.91 853.68 2.3251
210 0.00116928 892.86 898.71 2.4193
220 0.00118684 938.39 944.32 2.5127
230 0.00120594 984.59 990.62 2.6057
240 0.00122684 1031.6 1037.7 2.6983
250 0.00124987 1079.5 1085.7 2.7910
260 0.00127547 1128.5 1134.9 2.8841
263.941 0.00128639 1148.2 1154.6 2.9210
263.941 0.0394460 2597.0 2794.2 5.9737
270 0.0405670 2617.0 2819.8 6.0211
280 0.0422740 2646.7 2858.1 6.0909
290 0.0438560 2673.7 2893.0 6.1536
300 0.0453460 2699.0 2925.7 6.2110
310 0.0467660 2722.8 2956.6 6.2646
320 0.0481300 2745.6 2986.2 6.3149
330 0.0494460 2767.5 3014.7 6.3626
340 0.0507240 2788.8 3042.4 6.4080
350 0.0519690 2809.5 3069.3 6.4516
360 0.0531860 2829.7 3095.6 6.4935
370 0.0543780 2849.6 3121.5 6.5340
380 0.0555490 2869.2 3146.9 6.5732
390 0.0567020 2888.4 3171.9 6.6112
400 0.0578370 2907.5 3196.7 6.6483
410 0.0589580 2926.4 3221.2 6.6844
420 0.0600660 2945.1 3245.4 6.7196
430 0.0611620 2963.7 3269.5 6.7541
440 0.0622480 2982.2 3293.4 6.7879
450 0.0633230 3000.6 3317.2 6.8210
460 0.0643900 3018.9 3340.9 6.8535
470 0.0654490 3037.2 3364.4 6.8854
480 0.0665000 3055.4 3387.9 6.9168
490 0.0675450 3073.6 3411.3 6.9477
500 0.0685830 3091.8 3434.7 6.9781
520 0.0706420 3128.0 3481.2 7.0375
540 0.0726810 3164.3 3527.7 7.0954
560 0.0747030 3200.6 3574.1 7.1517
580 0.0767100 3236.8 3620.4 7.2067
600 0.0787040 3273.3 3666.8 7.2605
620 0.0806850 3309.9 3713.3 7.3131
640 0.0826570 3346.6 3759.9 7.3647
660 0.0846190 3383.4 3806.5 7.4152
680 0.0865720 3420.4 3853.3 7.4649
700 0.0885180 3457.7 3900.3 7.5136
720 0.0904570 3495.1 3947.4 7.5615
740 0.0923900 3532.8 3994.7 7.6087
760 0.0943180 3570.6 4042.2 7.6551
780 0.0962400 3608.6 4089.8 7.7008
800 0.0981580 3646.9 4137.7 7.7458
820 0.10007 3685.4 4185.8 7.7902
840 0.10198 3724.2 4234.1 7.8340
860 0.10389 3763.2 4282.6 7.8771
880 0.10579 3802.3 4331.3 7.9198
900 0.10769 3841.8 4380.2 7.9618
920 0.10958 3881.5 4429.4 8.0034
940 0.11148 3921.4 4478.8 8.0445
960 0.11337 3961.5 4528.4 8.0850
980 0.11526 4002.0 4578.3 8.1251
1000 0.11715 4042.5 4628.3 8.1648
Water/Steam at p = 5.5 MPa (Tsat = 269.965)
0 0.00099743 0.05 5.54 0.00016
5 0.00099740 20.99 26.48 0.07612
10 0.00099774 41.88 47.37 0.15057
15 0.00099839 62.74 68.23 0.22361
20 0.00099933 83.58 89.08 0.29532
25 0.00100053 104.41 109.91 0.36579
30 0.00100196 125.23 130.74 0.43507
35 0.00100361 146.04 151.56 0.50321
40 0.00100546 166.86 172.39 0.57027
45 0.00100750 187.69 193.23 0.63627
50 0.00100972 208.52 214.07 0.70127
55 0.00101211 229.35 234.92 0.76530
60 0.00101467 250.20 255.78 0.82839
65 0.00101739 271.05 276.65 0.89057
70 0.00102027 291.93 297.54 0.95188
75 0.00102330 312.81 318.44 1.0123
80 0.00102649 333.70 339.35 1.0720
85 0.00102982 354.63 360.29 1.1309
90 0.00103331 375.56 381.24 1.1890
95 0.00103694 396.52 402.22 1.2463
100 0.00104073 417.51 423.23 1.3030
105 0.00104466 438.51 444.26 1.3590
110 0.00104875 459.55 465.32 1.4143
115 0.00105298 480.62 486.41 1.4690
120 0.00105737 501.73 507.55 1.5231
125 0.00106192 522.88 528.72 1.5766
130 0.00106663 544.06 549.93 1.6296
135 0.00107150 565.30 571.19 1.6820
140 0.00107654 586.58 592.50 1.7339
145 0.00108176 607.92 613.87 1.7853
150 0.00108715 629.31 635.29 1.8362
155 0.00109273 650.77 656.78 1.8867
160 0.00109849 672.30 678.34 1.9368
165 0.00110446 693.90 699.97 1.9864
170 0.00111063 715.56 721.67 2.0357
175 0.00111701 737.32 743.46 2.0846
180 0.00112363 759.16 765.34 2.1331
185 0.00113047 781.10 787.32 2.1814
190 0.00113757 803.13 809.39 2.2293
195 0.00114493 825.28 831.58 2.2769
200 0.00115256 847.55 853.89 2.3243
210 0.00116873 892.45 898.88 2.4184
220 0.00118623 937.94 944.46 2.5118
230 0.00120525 984.09 990.72 2.6047
240 0.00122606 1031.1 1037.8 2.6972
250 0.00124897 1078.8 1085.7 2.7898
260 0.00127442 1127.8 1134.8 2.8828
269.965 0.00130290 1177.9 1185.1 2.9762
269.965 0.0356420 2593.7 2789.7 5.9307
270 0.0356480 2593.8 2789.9 5.9310
280 0.0373670 2627.4 2832.9 6.0095
290 0.0389250 2657.0 2871.1 6.0779
300 0.0403730 2684.1 2906.2 6.1397
310 0.0417400 2709.5 2939.1 6.1966
320 0.0430430 2733.6 2970.3 6.2496
330 0.0442940 2756.5 3000.1 6.2995
340 0.0455020 2778.6 3028.9 6.3468
350 0.0466750 2800.1 3056.8 6.3920
360 0.0478170 2821.0 3084.0 6.4352
370 0.0489340 2841.4 3110.5 6.4769
380 0.0500270 2861.5 3136.6 6.5171
390 0.0511010 2881.2 3162.3 6.5561
400 0.0521580 2900.6 3187.5 6.5939
410 0.0531990 2919.9 3212.5 6.6307
420 0.0542260 2939.0 3237.2 6.6666
430 0.0552410 2957.9 3261.7 6.7017
440 0.0562450 2976.7 3286.0 6.7360
450 0.0572390 2995.3 3310.1 6.7696
460 0.0582240 3013.9 3334.1 6.8025
470 0.0592000 3032.3 3357.9 6.8348
480 0.0601690 3050.8 3381.7 6.8666
490 0.0611310 3069.1 3405.3 6.8978
500 0.0620860 3087.4 3428.9 6.9285
520 0.0639790 3124.0 3475.9 6.9885
540 0.0658520 3160.5 3522.7 7.0468
560 0.0677080 3197.0 3569.4 7.1035
580 0.0695480 3233.6 3616.1 7.1589
600 0.0713740 3270.2 3662.8 7.2130
620 0.0731880 3307.0 3709.5 7.2659
640 0.0749920 3343.8 3756.3 7.3177
660 0.0767870 3380.9 3803.2 7.3685
680 0.0785730 3418.0 3850.2 7.4183
700 0.0803510 3455.4 3897.3 7.4672
720 0.0821230 3492.9 3944.6 7.5153
740 0.0838880 3530.6 3992.0 7.5626
760 0.0856480 3568.5 4039.6 7.6091
780 0.0874030 3606.7 4087.4 7.6549
800 0.0891520 3645.1 4135.4 7.7001
820 0.0908980 3683.7 4183.6 7.7446
840 0.0926400 3722.5 4232.0 7.7884
860 0.0943780 3761.5 4280.6 7.8317
880 0.0961120 3800.8 4329.4 7.8744
900 0.0978440 3840.3 4378.4 7.9166
920 0.0995730 3880.0 4427.7 7.9582
940 0.10130 3920.0 4477.1 7.9993
960 0.10302 3960.2 4526.8 8.0399
980 0.10474 4000.6 4576.7 8.0801
1000 0.10646 4041.4 4626.9 8.1198
Water/Steam at p = 6.0 MPa (Tsat = 275.585)
0 0.00099718 0.06 6.04 0.00019
5 0.00099716 20.99 26.97 0.07611
10 0.00099750 41.86 47.85 0.15052
15 0.00099816 62.72 68.71 0.22353
20 0.00099911 83.55 89.54 0.29522
25 0.00100031 104.37 110.37 0.36566
30 0.00100174 125.18 131.19 0.43492
35 0.00100339 145.99 152.01 0.50304
40 0.00100524 166.81 172.84 0.57007
45 0.00100728 187.62 193.66 0.63606
50 0.00100950 208.44 214.50 0.70104
55 0.00101189 229.27 235.34 0.76505
60 0.00101445 250.11 256.20 0.82812
65 0.00101717 270.97 277.07 0.89029
70 0.00102004 291.83 297.95 0.95159
75 0.00102307 312.70 318.84 1.0120
80 0.00102626 333.59 339.75 1.0717
85 0.00102959 354.50 360.68 1.1305
90 0.00103307 375.43 381.63 1.1886
95 0.00103670 396.38 402.60 1.2460
100 0.00104048 417.36 423.60 1.3026
105 0.00104441 438.36 444.63 1.3586
110 0.00104848 459.39 465.68 1.4139
115 0.00105271 480.45 486.77 1.4686
120 0.00105710 501.56 507.90 1.5227
125 0.00106164 522.69 529.06 1.5762
130 0.00106634 543.87 550.27 1.6291
135 0.00107120 565.10 571.53 1.6815
140 0.00107624 586.37 592.83 1.7334
145 0.00108144 607.70 614.19 1.7848
150 0.00108682 629.09 635.61 1.8357
155 0.00109239 650.54 657.09 1.8862
160 0.00109814 672.04 678.63 1.9362
165 0.00110409 693.63 700.25 1.9858
170 0.00111025 715.29 721.95 2.0351
175 0.00111662 737.03 743.73 2.0839
180 0.00112321 758.86 765.60 2.1325
185 0.00113004 780.78 787.56 2.1807
190 0.00113712 802.81 809.63 2.2286
195 0.00114446 824.93 831.80 2.2762
200 0.00115207 847.18 854.09 2.3235
210 0.00116818 892.05 899.06 2.4176
220 0.00118562 937.50 944.61 2.5109
230 0.00120457 983.59 990.82 2.6037
240 0.00122528 1030.4 1037.8 2.6961
250 0.00124807 1078.2 1085.7 2.7886
260 0.00127337 1127.1 1134.7 2.8814
270 0.00130177 1177.3 1185.1 2.9750
275.585 0.00131926 1206.0 1213.9 3.0278
275.585 0.0324480 2589.9 2784.6 5.8901
280 0.0331990 2606.1 2805.3 5.9277
290 0.0347620 2638.9 2847.5 6.0034
300 0.0361890 2668.4 2885.5 6.0703
310 0.0375210 2695.5 2920.6 6.1310
320 0.0387800 2720.9 2953.6 6.1871
330 0.0399810 2745.0 2984.9 6.2395
340 0.0411350 2768.1 3014.9 6.2888
350 0.0422510 2790.4 3043.9 6.3357
360 0.0433330 2812.0 3072.0 6.3804
370 0.0443880 2833.1 3099.4 6.4233
380 0.0454180 2853.6 3126.1 6.4646
390 0.0464280 2873.8 3152.4 6.5045
400 0.0474190 2893.7 3178.2 6.5432
410 0.0483950 2913.3 3203.7 6.5807
420 0.0493550 2932.8 3228.9 6.6173
430 0.0503030 2952.0 3253.8 6.6530
440 0.0512400 2971.0 3278.4 6.6878
450 0.0521660 2989.9 3302.9 6.7219
460 0.0530830 3008.7 3327.2 6.7552
470 0.0539910 3027.5 3351.4 6.7880
480 0.0548910 3046.1 3375.4 6.8201
490 0.0557840 3064.6 3399.3 6.8516
500 0.0566710 3083.1 3423.1 6.8826
520 0.0584260 3119.9 3470.5 6.9432
540 0.0601610 3156.7 3517.7 7.0020
560 0.0618770 3193.5 3564.8 7.0591
580 0.0635780 3230.3 3611.8 7.1149
600 0.0652650 3267.1 3658.7 7.1693
620 0.0669410 3304.1 3705.7 7.2224
640 0.0686050 3341.1 3752.7 7.2745
660 0.0702600 3378.2 3799.8 7.3255
680 0.0719070 3415.6 3847.0 7.3755
700 0.0735450 3453.0 3894.3 7.4246
720 0.0751770 3490.6 3941.7 7.4729
740 0.0768030 3528.5 3989.3 7.5203
760 0.0784230 3566.5 4037.0 7.5670
780 0.0800380 3604.8 4085.0 7.6129
800 0.0816480 3643.2 4133.1 7.6582
820 0.0832540 3681.9 4181.4 7.7028
840 0.0848560 3720.8 4229.9 7.7467
860 0.0864540 3759.9 4278.6 7.7901
880 0.0880490 3799.2 4327.5 7.8329
900 0.0896410 3838.8 4376.6 7.8751
920 0.0912300 3878.5 4425.9 7.9168
940 0.0928160 3918.6 4475.5 7.9580
960 0.0944000 3958.8 4525.2 7.9987
980 0.0959810 3999.3 4575.2 8.0389
1000 0.0975600 4040.0 4625.4 8.0786
Water/Steam at p = 6.5 MPa (Tsat = 280.858)
0 0.00099694 0.07 6.55 0.00021
5 0.00099692 20.98 27.46 0.07609
10 0.00099727 41.86 48.34 0.15047
15 0.00099793 62.69 69.18 0.22345
20 0.00099888 83.52 90.01 0.29511
25 0.00100009 104.33 110.83 0.36553
30 0.00100152 125.13 131.64 0.43476
35 0.00100317 145.94 152.46 0.50286
40 0.00100502 166.75 173.28 0.56988
45 0.00100706 187.55 194.10 0.63585
50 0.00100928 208.37 214.93 0.70081
55 0.00101167 229.19 235.77 0.76480
60 0.00101422 250.03 256.62 0.82786
65 0.00101694 270.87 277.48 0.89001
70 0.00101982 291.72 298.35 0.95129
75 0.00102284 312.59 319.24 1.0117
80 0.00102602 333.48 340.15 1.0713
85 0.00102935 354.38 361.07 1.1302
90 0.00103283 375.31 382.02 1.1883
95 0.00103645 396.25 402.99 1.2456
100 0.00104023 417.22 423.98 1.3022
105 0.00104415 438.21 445.00 1.3582
110 0.00104822 459.24 466.05 1.4135
115 0.00105245 480.29 487.13 1.4682
120 0.00105682 501.38 508.25 1.5222
125 0.00106136 522.51 529.41 1.5757
130 0.00106605 543.68 550.61 1.6286
135 0.00107091 564.90 571.86 1.6810
140 0.00107593 586.17 593.16 1.7329
145 0.00108112 607.48 614.51 1.7842
150 0.00108649 628.86 635.92 1.8351
155 0.00109205 650.29 657.39 1.8856
160 0.00109779 671.79 678.93 1.9356
165 0.00110373 693.37 700.54 1.9852
170 0.00110987 715.02 722.23 2.0344
175 0.00111623 736.74 744.00 2.0833
180 0.00112280 758.56 765.86 2.1318
185 0.00112962 780.47 787.81 2.1800
190 0.00113667 802.47 809.86 2.2278
195 0.00114399 824.59 832.03 2.2754
200 0.00115158 846.81 854.30 2.3228
210 0.00116764 891.65 899.24 2.4168
220 0.00118501 937.05 944.75 2.5100
230 0.00120389 983.10 990.93 2.6027
240 0.00122451 1029.9 1037.9 2.6951
250 0.00124719 1077.6 1085.7 2.7874
260 0.00127234 1126.4 1134.7 2.8801
270 0.00130054 1176.4 1184.9 2.9735
280 0.00133260 1228.1 1236.8 3.0682
280.858 0.00133556 1232.7 1241.4 3.0764
280.858 0.0297270 2585.7 2778.9 5.8516
290 0.0311800 2619.3 2822.0 5.9289
300 0.0326070 2651.6 2863.5 6.0019
310 0.0339200 2680.7 2901.2 6.0671
320 0.0351490 2707.7 2936.2 6.1266
330 0.0363130 2733.1 2969.1 6.1817
340 0.0374250 2757.2 3000.5 6.2333
350 0.0384940 2780.4 3030.6 6.2820
360 0.0395280 2802.8 3059.7 6.3283
370 0.0405320 2824.4 3087.9 6.3725
380 0.0415110 2845.6 3115.4 6.4150
390 0.0424670 2866.4 3142.4 6.4559
400 0.0434040 2886.7 3168.8 6.4954
410 0.0443250 2906.7 3194.8 6.5338
420 0.0452300 2926.4 3220.4 6.5710
430 0.0461220 2946.0 3245.8 6.6073
440 0.0470020 2965.3 3270.8 6.6427
450 0.0478710 2984.4 3295.6 6.6773
460 0.0487300 3003.6 3320.3 6.7111
470 0.0495810 3022.4 3344.7 6.7442
480 0.0504230 3041.3 3369.0 6.7767
490 0.0512590 3060.0 3393.2 6.8086
500 0.0520870 3078.7 3417.3 6.8399
520 0.0537260 3115.9 3465.1 6.9011
540 0.0553440 3153.0 3512.7 6.9603
560 0.0569430 3190.1 3560.2 7.0179
580 0.0585260 3227.0 3607.4 7.0740
600 0.0600960 3264.1 3654.7 7.1288
620 0.0616530 3301.2 3701.9 7.1822
640 0.0632000 3338.3 3749.1 7.2345
660 0.0647370 3375.6 3796.4 7.2858
680 0.0662660 3413.1 3843.8 7.3360
700 0.0677860 3450.7 3891.3 7.3853
720 0.0693000 3488.4 3938.9 7.4337
740 0.0708080 3526.3 3986.6 7.4813
760 0.0723100 3564.5 4034.5 7.5281
780 0.0738060 3602.8 4082.5 7.5741
800 0.0752980 3641.4 4130.8 7.6195
820 0.0767860 3680.1 4179.2 7.6642
840 0.0782690 3719.1 4227.8 7.7083
860 0.0797490 3758.2 4276.6 7.7517
880 0.0812260 3797.6 4325.6 7.7946
900 0.0826990 3837.3 4374.8 7.8369
920 0.0841700 3877.1 4424.2 7.8786
940 0.0856380 3917.2 4473.8 7.9199
960 0.0871030 3957.4 4523.6 7.9606
980 0.0885660 3998.0 4573.7 8.0009
1000 0.0900270 4038.8 4624.0 8.0407
Water/Steam at p = 7.0 MPa (Tsat = 285.829)
0 0.00099669 0.07 7.05 0.00023
5 0.00099668 20.98 27.96 0.07607
10 0.00099703 41.84 48.82 0.15041
15 0.00099771 62.68 69.66 0.22336
20 0.00099866 83.49 90.48 0.29500
25 0.00099986 104.29 111.29 0.36540
30 0.00100130 125.09 132.10 0.43461
35 0.00100295 145.89 152.91 0.50269
40 0.00100480 166.69 173.72 0.56968
45 0.00100684 187.49 194.54 0.63563
50 0.00100906 208.30 215.36 0.70058
55 0.00101145 229.11 236.19 0.76456
60 0.00101400 249.94 257.04 0.82760
65 0.00101672 270.77 277.89 0.88973
70 0.00101959 291.62 298.76 0.95100
75 0.00102262 312.49 319.65 1.0114
80 0.00102579 333.37 340.55 1.0710
85 0.00102912 354.27 361.47 1.1298
90 0.00103259 375.18 382.41 1.1879
95 0.00103621 396.12 403.37 1.2452
100 0.00103998 417.08 424.36 1.3019
105 0.00104390 438.06 445.37 1.3578
110 0.00104796 459.07 466.41 1.4131
115 0.00105218 480.12 487.49 1.4677
